time_ms,left_cmd_torque,right_cmd_torque,fl_vel,fr_vel,robot_vel
336,0.2544,-0.2576,0.0286515,-0.0290193,0
337,0.2544,-0.2576,0.0287518,-0.0291196,0
338,0.256,-0.2592,0.0288354,-0.0292032,0
339,0.256,-0.2592,0.0289357,-0.0293035,0
340,0.2576,-0.2608,0.0290193,-0.0293871,0
341,0.2576,-0.2608,0.0291196,-0.0294873,0
342,0.2592,-0.2624,0.0292032,-0.0295709,0
343,0.2592,-0.2624,0.0293035,-0.0296712,0
344,0.2608,-0.264,0.0293871,-0.0297548,0
345,0.2608,-0.264,0.0294873,-0.0298551,0
346,0.2624,-0.2656,0.0295709,-0.0299387,0
347,0.2624,-0.2656,0.0296712,-0.030039,0
348,0.264,-0.2672,0.0297548,-0.0301226,0
349,0.264,-0.2672,0.0298551,-0.0302229,0
350,0.2656,-0.2688,0.0299387,-0.0303065,0
351,0.2656,-0.2688,0.030039,-0.0304067,0
352,0.2672,-0.2704,0.0301226,-0.0304903,0
353,0.2672,-0.2704,0.0302229,-0.0305906,0
354,0.2688,-0.272,0.0303065,-0.0306742,0
355,0.2688,-0.272,0.0304067,-0.0307745,0
356,0.2704,-0.2736,0.0304903,-0.0308581,0
357,0.2704,-0.2736,0.0305906,-0.0309584,0
358,0.272,-0.2752,0.0306742,-0.031042,0
359,0.272,-0.2752,0.0307745,-0.0311422,0
360,0.2736,-0.2768,0.0308581,-0.0312258,0
361,0.2736,-0.2768,0.0309584,-0.0313261,0
362,0.2752,-0.2784,0.031042,-0.0314097,0
363,0.2752,-0.2784,0.0311422,-0.03151,0
364,0.2768,-0.28,0.0312258,-0.0315936,0
365,0.2768,-0.28,0.0313261,-0.0316938,0
366,0.2784,-0.2816,0.0314097,-0.0317774,0
367,0.2784,-0.2816,0.03151,-0.0318777,0
368,0.28,-0.2832,0.0315936,-0.0319613,0
369,0.28,-0.2832,0.0316938,-0.0320616,0
370,0.2816,-0.2848,0.0317774,-0.0321451,0
371,0.2816,-0.2848,0.0318777,-0.0322454,0
372,0.2832,-0.2864,0.0319613,-0.032329,0
373,0.2832,-0.2864,0.0320616,-0.0324293,0
374,0.2848,-0.288,0.0321451,-0.0325129,0
375,0.2848,-0.288,0.0322454,-0.0326131,0
376,0.2864,-0.2896,0.032329,-0.0326967,0
377,0.2864,-0.2896,0.0324293,-0.032797,0
378,0.288,-0.2912,0.0325129,-0.0328806,0
379,0.288,-0.2912,0.0326131,-0.0329809,0
380,0.2896,-0.2928,0.0326967,-0.0330644,0
381,0.2896,-0.2928,0.032797,-0.0331647,0
382,0.2912,-0.2944,0.0328806,-0.0332483,0
383,0.2912,-0.2944,0.0329809,-0.0333486,0
384,0.2928,-0.296,0.0330644,-0.0334322,0
385,0.2928,-0.296,0.0331647,-0.0335324,0
386,0.2944,-0.2976,0.0332483,-0.033616,0
387,0.2944,-0.2976,0.0333486,-0.0337163,0
388,0.296,-0.2992,0.0334322,-0.0337999,0
389,0.296,-0.2992,0.0335324,-0.0339001,0
390,0.2976,-0.3008,0.033616,-0.0339837,0
391,0.2976,-0.3008,0.0337163,-0.034084,0
392,0.2992,-0.3024,0.0337999,-0.0341676,0
393,0.2992,-0.3024,0.0339001,-0.0342678,0
394,0.3008,-0.304,0.0339837,-0.0343514,0
395,0.3008,-0.304,0.034084,-0.0344517,0
396,0.3024,-0.3056,0.0341676,-0.0345352,0
397,0.3024,-0.3056,0.0342678,-0.0346355,0
398,0.304,-0.3072,0.0343514,-0.0347191,0
399,0.304,-0.3072,0.0344517,-0.0348193,0
400,0.3056,-0.3088,0.0345352,-0.0349029,0
401,0.3056,-0.3088,0.0346355,-0.0350032,0
402,0.3072,-0.3104,0.0347191,-0.0350868,0
403,0.3072,-0.3104,0.0348193,-0.035187,0
404,0.3088,-0.312,0.0349029,-0.0352706,0
405,0.3088,-0.312,0.0350032,-0.0353709,0
406,0.3104,-0.3136,0.0350868,-0.0354545,0
407,0.3104,-0.3136,0.035187,-0.0355547,0
408,0.312,-0.3152,0.0352706,-0.0356383,0
409,0.312,-0.3152,0.0353709,-0.0357386,0
410,0.3136,-0.3168,0.0354545,-0.0358221,0
411,0.3136,-0.3168,0.0355547,-0.0359224,0
412,0.3152,-0.3184,0.0356383,-0.036006,0
413,0.3152,-0.3184,0.0357386,-0.0361062,0
414,0.3168,-0.32,0.0358221,-0.0361898,0
415,0.3168,-0.32,0.0359224,-0.03629,0
416,0.3184,-0.3216,0.036006,-0.0363736,0
417,0.3184,-0.3216,0.0361062,-0.0364739,0
418,0.32,-0.3232,0.0361898,-0.0365575,0
419,0.32,-0.3232,0.03629,-0.0366577,0
420,0.3216,-0.3248,0.0363736,-0.0367413,0
421,0.3216,-0.3248,0.0364739,-0.0368415,0
422,0.3232,-0.3264,0.0365575,-0.0369251,0
423,0.3232,-0.3264,0.0366577,-0.0370254,0
424,0.3248,-0.328,0.0367413,-0.0371089,0
425,0.3248,-0.328,0.0368415,-0.0372092,0
426,0.3264,-0.3296,0.0369251,-0.0372928,0
427,0.3264,-0.3296,0.0370254,-0.037393,0
428,0.328,-0.3312,0.0371089,-0.0374766,0
429,0.328,-0.3312,0.0372092,-0.0375768,0
430,0.3296,-0.3328,0.0372928,-0.0376604,0
431,0.3296,-0.3328,0.037393,-0.0377607,0
432,0.3312,-0.3344,0.0374766,-0.0378442,0
433,0.3312,-0.3344,0.0375768,-0.0379445,0
434,0.3328,-0.336,0.0376604,-0.0380281,0
435,0.3328,-0.336,0.0377607,-0.0381283,0
436,0.3344,-0.3376,0.0378442,-0.0382119,0
437,0.3344,-0.3376,0.0379445,-0.0383121,0
438,0.336,-0.3392,0.0380281,-0.0383957,0
439,0.336,-0.3392,0.0381283,-0.0384959,0
440,0.3376,-0.3408,0.0382119,-0.0385795,0
441,0.3376,-0.3408,0.0383121,-0.0386797,0
442,0.3392,-0.3424,0.0383957,-0.0387633,0
443,0.3392,-0.3424,0.0384959,-0.0388636,0
444,0.3408,-0.344,0.0385795,-0.0389471,0
445,0.3408,-0.344,0.0386797,-0.0390474,0
446,0.3424,-0.3456,0.0387633,-0.0391309,0
447,0.3424,-0.3456,0.0388636,-0.0392312,0
448,0.344,-0.3472,0.0389471,-0.0393148,0
449,0.344,-0.3472,0.0390474,-0.039415,0
450,0.3456,-0.3488,0.0391309,-0.0394986,0
451,0.3456,-0.3488,0.0392312,-0.0395988,0
452,0.3472,-0.3504,0.0393148,-0.0396824,0
453,0.3472,-0.3504,0.039415,-0.0397826,0
454,0.3488,-0.352,0.0394986,-0.0398662,0
455,0.3488,-0.352,0.0395988,-0.0399664,0
456,0.3504,-0.3536,0.0396824,-0.04005,0
457,0.3504,-0.3536,0.0397826,-0.0401502,0
458,0.352,-0.3552,0.0398662,-0.0402338,0
459,0.352,-0.3552,0.0399664,-0.040334,0
460,0.3536,-0.3568,0.04005,-0.0404176,0
461,0.3536,-0.3568,0.0401502,-0.0405178,0
462,0.3552,-0.3584,0.0402338,-0.0406014,0
463,0.3552,-0.3584,0.040334,-0.0407016,0
464,0.3568,-0.36,0.0404176,-0.0407852,0
465,0.3568,-0.36,0.0405178,-0.0408854,0
466,0.3584,-0.3616,0.0406014,-0.040969,0
467,0.3584,-0.3616,0.0407016,-0.0410692,0
468,0.36,-0.3632,0.0407852,-0.0411528,0
469,0.36,-0.3632,0.0408854,-0.041253,0
470,0.3616,-0.3648,0.040969,-0.0413366,0
471,0.3616,-0.3648,0.0410692,-0.0414368,0
472,0.3632,-0.3664,0.0411528,-0.0415204,0
473,0.3632,-0.3664,0.041253,-0.0416206,0
474,0.3648,-0.368,0.0413366,-0.0417042,0
475,0.3648,-0.368,0.0414368,-0.0418044,0
476,0.3664,-0.3696,0.0415204,-0.041888,0
477,0.3664,-0.3696,0.0416206,-0.0419882,0
478,0.368,-0.3712,0.0417042,-0.0420718,0
479,0.368,-0.3712,0.0418044,-0.042172,0
480,0.3696,-0.3728,0.041888,-0.0422555,0
481,0.3696,-0.3728,0.0419882,-0.0423558,0
482,0.3712,-0.3744,0.0420718,-0.0424393,0
483,0.3712,-0.3744,0.042172,-0.0425396,0
484,0.3728,-0.376,0.0422555,-0.0426231,0
485,0.3728,-0.376,0.0423558,-0.0427233,0
486,0.3744,-0.3776,0.0424393,-0.0428069,0
487,0.3744,-0.3776,0.0425396,-0.0429071,0
488,0.376,-0.3792,0.0426231,-0.0429907,0
489,0.376,-0.3792,0.0427233,-0.0430909,0
490,0.3776,-0.3808,0.0428069,-0.0431745,0
491,0.3776,-0.3808,0.0429071,-0.0432747,0
492,0.3792,-0.382399,0.0429907,-0.0433582,0
493,0.3792,-0.382399,0.0430909,-0.0434585,0
494,0.3808,-0.383999,0.0431745,-0.043542,0
495,0.3808,-0.383999,0.0432747,-0.0436422,0
496,0.382399,-0.385599,0.0433582,-0.0437258,0
497,0.382399,-0.385599,0.0434585,-0.043826,0
498,0.383999,-0.387199,0.043542,-0.0439096,0
499,0.383999,-0.387199,0.0436422,-0.0440098,0
500,0.385599,-0.388799,0.0437258,-0.0440934,0
501,0.385599,-0.388799,0.043826,-0.0441936,0
502,0.387199,-0.390399,0.0439096,-0.0442771,0
503,0.387199,-0.390399,0.0440098,-0.0443774,0
504,0.388799,-0.391999,0.0440934,-0.0444609,0
505,0.388799,-0.391999,0.0441936,-0.0445611,0
506,0.390399,-0.393599,0.0442771,-0.0446447,0
507,0.390399,-0.393599,0.0443774,-0.0447449,0
508,0.391999,-0.395199,0.0444609,-0.0448284,0
509,0.391999,-0.395199,0.0445611,-0.0449287,0
510,0.393599,-0.396799,0.0446447,-0.0450122,0
511,0.393599,-0.396799,0.0447449,-0.0451124,0
512,0.395199,-0.398399,0.0448284,-0.045196,0
513,0.395199,-0.398399,0.0449287,-0.0452962,0
514,0.396799,-0.399999,0.0450122,-0.0453797,0
515,0.396799,-0.399999,0.0451124,-0.04548,0
516,0.398399,-0.401599,0.045196,-0.0455635,0
517,0.398399,-0.401599,0.0452962,-0.0456637,0
518,0.399999,-0.403199,0.0453797,-0.0457473,0
519,0.399999,-0.403199,0.04548,-0.0458475,0
520,0.401599,-0.404799,0.0455635,-0.045931,0
521,0.401599,-0.404799,0.0456637,-0.0460313,0
522,0.403199,-0.406399,0.0457473,-0.0461148,0
523,0.403199,-0.406399,0.0458475,-0.046215,0
524,0.404799,-0.407999,0.045931,-0.0462986,0
525,0.404799,-0.407999,0.0460313,-0.0463988,0
526,0.406399,-0.409599,0.0461148,-0.0464823,0
527,0.406399,-0.409599,0.046215,-0.0465825,0
528,0.407999,-0.411199,0.0462986,-0.0466661,0
529,0.407999,-0.411199,0.0463988,-0.0467663,0
530,0.409599,-0.412799,0.0464823,-0.0468498,0
531,0.409599,-0.412799,0.0465825,-0.04695,0
532,0.411199,-0.414399,0.0466661,-0.0470336,0
533,0.411199,-0.414399,0.0467663,-0.0471338,0
534,0.412799,-0.415999,0.0468498,-0.0472173,0
535,0.412799,-0.415999,0.04695,-0.0473175,0
536,0.414399,-0.417599,0.0470336,-0.0474011,0
537,0.414399,-0.417599,0.0471338,-0.0475013,0
538,0.415999,-0.419199,0.0472173,-0.0475848,0
539,0.415999,-0.419199,0.0473175,-0.047685,0
540,0.417599,-0.420799,0.0474011,-0.0477686,0
541,0.417599,-0.420799,0.0475013,-0.0478688,0
542,0.419199,-0.422399,0.0475848,-0.0479523,0
543,0.419199,-0.422399,0.047685,-0.0480525,0
544,0.420799,-0.423999,0.0477686,-0.0481361,0
545,0.420799,-0.423999,0.0478688,-0.0482363,0
546,0.422399,-0.425599,0.0479523,-0.0483198,0
547,0.422399,-0.425599,0.0480525,-0.04842,0
548,0.423999,-0.427199,0.0481361,-0.0485036,0
549,0.423999,-0.427199,0.0482363,-0.0486038,0
550,0.425599,-0.428799,0.0483198,-0.0486873,0
551,0.425599,-0.428799,0.04842,-0.0487875,0
552,0.427199,-0.430399,0.0485036,-0.048871,0
553,0.427199,-0.430399,0.0486038,-0.0489712,0
554,0.428799,-0.431999,0.0486873,-0.0490548,0
555,0.428799,-0.431999,0.0487875,-0.049155,0
556,0.430399,-0.433599,0.048871,-0.0492385,0
557,0.430399,-0.433599,0.0489712,-0.0493387,0
558,0.431999,-0.435199,0.0490548,-0.0494222,0
559,0.431999,-0.435199,0.049155,-0.0495224,0
560,0.433599,-0.436799,0.0492385,-0.049606,0
561,0.433599,-0.436799,0.0493387,-0.0497062,0
562,0.435199,-0.438399,0.0494222,-0.0497897,0
563,0.435199,-0.438399,0.0495224,-0.0498899,0
564,0.436799,-0.439999,0.049606,-0.0499734,0
565,0.436799,-0.439999,0.0497062,-0.0500736,0
566,0.438399,-0.441599,0.0497897,-0.0501572,0
567,0.438399,-0.441599,0.0498899,-0.0502574,0
568,0.439999,-0.443199,0.0499734,-0.0503409,0
569,0.439999,-0.443199,0.0500736,-0.0504411,0
570,0.441599,-0.444799,0.0501572,-0.0505246,0
571,0.441599,-0.444799,0.0502574,-0.0506248,0
572,0.443199,-0.446399,0.0503409,-0.0507084,0
573,0.443199,-0.446399,0.0504411,-0.0508086,0
574,0.444799,-0.447999,0.0505246,-0.0508921,0
575,0.444799,-0.447999,0.0506248,-0.0509923,0
576,0.446399,-0.449599,0.0507084,-0.0510758,0
